id,fusion_mode,available_pillars,missing_pillars,raw_weights,effective_weights,pillar_scores,weighted_contributions,reconstructed_h_score,stored_h_score,absolute_error
sci_0267,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0268,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0269,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0270,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0271,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0272,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0273,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0274,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0275,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0276,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0277,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0278,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0279,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0280,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0281,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0282,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0283,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0284,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0285,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0286,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0287,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0288,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0289,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0290,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0291,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0292,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0293,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0294,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0295,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0296,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
sci_0297,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0135, ""cg"": null, ""cf"": null}","{""p1"": 0.0135, ""p2"": 0.0, ""p3"": 0.0}",0.0135,0.0135,0.0000000000e+00
sci_0298,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4609, ""cg"": null, ""cf"": null}","{""p1"": 0.4609, ""p2"": 0.0, ""p3"": 0.0}",0.4609,0.4609,0.0000000000e+00
sci_0299,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
sci_0300,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
com_0301,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0302,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0303,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0304,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0305,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0306,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0307,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0308,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0309,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0310,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0311,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0312,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0313,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0314,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0315,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0316,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0317,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0318,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0319,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0320,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0321,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0322,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0323,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0324,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0325,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0326,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0327,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0328,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0329,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0330,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0331,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0332,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0333,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0334,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0335,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0336,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
com_0337,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4999, ""cg"": null, ""cf"": null}","{""p1"": 0.4999, ""p2"": 0.0, ""p3"": 0.0}",0.4999,0.4999,0.0000000000e+00
com_0338,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9927, ""cg"": null, ""cf"": null}","{""p1"": 0.9927, ""p2"": 0.0, ""p3"": 0.0}",0.9927,0.9927,0.0000000000e+00
com_0339,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1125, ""cg"": null, ""cf"": null}","{""p1"": 0.1125, ""p2"": 0.0, ""p3"": 0.0}",0.1125,0.1125,0.0000000000e+00
com_0340,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.15, ""cg"": null, ""cf"": null}","{""p1"": 0.15, ""p2"": 0.0, ""p3"": 0.0}",0.15,0.15,0.0000000000e+00
